Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,lat,lng
10047,GEORGIANA HOSPITAL,515 MIRANDA STREET,GEORGIANA,AL,36033,BUTLER,31.6363932,-86.7431303
10051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,GREENE,32.8430658,-87.8902868
10052,LAKE MARTIN COMMUNITY HOSPITAL,1231 SOUTH STREET,DADEVILLE,AL,36853,TALLAPOOSA,32.8285001,-85.7629906
10058,BIBB MEDICAL CENTER,165 PIERSON AVENUE,CENTREVILLE,AL,35042,BIBB,32.9505888,-87.1483211
10061,HIGHLANDS MEDICAL CENTER,380 WOOD COVE ROAD,SCOTTSBORO,AL,35768,JACKSON,34.6626019,-86.0484991
364041,OHIO HOSPITAL FOR PSYCHIATRY,880 GREENLAWN AVENUE,COLUMBUS,OH,43223,FRANKLIN,39.9406326,-83.0201924
10065,RUSSELL MEDICAL CENTER,C,ALEXANDER CITY,AL,35010,TALLAPOOSA,32.944012,-85.9538532
10069,SEAR,820 WEST WASHINGTON STREET,EUFAULA,AL,36027,BARBOUR,31.8887641,-85.1563565
10073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9,ASHLAND,AL,36251,CLAY,33.2773548,-85.8242805
10078,NORTHEAST ALABAMA REGIONAL MED CTR,400 EAST TENTH STREET,ANNISTON,AL,36202-,CALHOUN,33.6563834,-85.8230981
10086,NORTHWEST MEDICAL CENTER,HIGHWAY 78 WEST,WINFIELD,AL,35594,MARION,33.9323545,-87.7566513
10091,GROVE HILL MEMORIAL HOSPITAL,295 SOUTH JACKSON STREET,GROVE HILL,AL,36451-,CLARKE,31.6942741,-87.7759489
10095,HALE COUNTY HOSPITAL,508 GREENE STREET,GREENSBORO,AL,36744,HALE,32.6955444,-87.5869077
10099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36427,ESCAMBIA,31.1268079,-87.0734952
10100,THOMAS HOSPITAL,750 MORPHY AVE,FAIRHOPE,AL,36532-,BALDWIN,30.5187163,-87.8890868
10102,JOHN PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,CAMDEN,AL,36726-1610,WILCOX,31.9974963,-87.3001801
10103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVE SW,BIRMINGHAM,AL,35211,JEFFERSON,33.4979448,-86.8473661
10108,PRATTVILLE BAPTIST HOSPITAL,124 SOUTH MEMORIAL DRIVE,PRATTVILLE,AL,36067-,AUTAUGA,32.463778,-86.451938
10109,PICKENS COUNTY MEDICAL CENTER,R.K. WILSON DRIVE,CARROLLTON,AL,35477,PICKENS,32.9506363,-88.2683728
10110,BULLOCK COUNTY HOSPITAL,BULLOCK COUNTY HOSPITAL,UNION SPRINGS,AL,36089,BULLOCK,32.1466768,-85.7167428
10114,UAB MEDICAL WEST,995 NINTH AVENUE  SOUTHWEST,BESSEMER,AL,35023,JEFFERSON,33.3722405,-86.9908723
10125,LAKELAND COMMUNITY HOSPITAL,HIIGHWAY 195 EAST,HALEYVILLE,AL,35565,WINSTON,34.227664,-87.6213444
10128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,CLARKE,31.5311947,-87.8950529
10129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,30.903945,-87.785172
10138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,32.4917057,-88.2960195
10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401-,CONECUH,31.4308562,-86.9404773
10157,SHOALS HOSPITAL,201 W AVALON AVE.,MUSCLE SHOALS,AL,35661,COLBERT,34.744969,-87.675383
10158,RUSSELLVILLE HOSPITAL,P O BOX 1089,RUSSELLVILLE,AL,35653,FRANKLIN,34.5070066,-87.7297229
10168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,32.5074824,-85.010098
10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,31.016975,-87.4788916
42004,CHRISTUS DUBUIS HOSPITAL OF HOT SPRI,STREET: 300 WERNER STREET,HOT SPRINGS,AR,71913,GARLAND,34.4679994,-93.0663313
102015,KINDRED HOSPITAL NORTH FLORIDA,801 OAK STREET,GREEN COVE SPRINGS,FL,32043,CLAY,29.9877882,-81.682058
161347,FLOYD COUNTY HOSPITAL,11 TH AND SOUTH MAIN,CHARLES CITY,IA,50616,FLOYD,43.0526641,-92.682492
171308,MERCY HOSPITAL COLUMBUS,220 NORTH PENNSYLVANIA,COLUMBUS,KS,66725,CHEROKEE,37.1725395,-94.8431113
172003,LTAC HOSPITAL OF WICHITA,8080 EAST PAWNEE,WICHITA,KS,67207,SEDGWICK,37.6553302,-97.2430153
191316,POINTE COUPEE GENERAL HOSPITAL,2202 FALSE RIVER,NEW ROADS,LA,70760,POINTE COUPEE,30.6833821,-91.4610993
192030,ST. THERESA SPECIALTY HOSPITAL,3601 LOYOLA DRIVE,KENNER,LA,70065,JEFFERSON,30.0291762,-90.2691972
194079,RED RIVER BEHAVIORAL CENTER,2800 MELROSE AVENUE,BOSSIER CITY,LA,71111,BOSSIER,32.5461706,-93.7044858
220033,BEVERLY HOSPITAL,85 HERRICK STREET,BEVERLY,MA,01915-1777,,42.5640529,-70.8757261
231326,SPARROW CLINTON HOSPITAL,805 S. OAKLAND,ST. JOHNS,MI,48879-2253,CLINTON,42.9933739,-84.5550922
240100,SANFORD BEMIDJI,1300 ANNE STREET NW,BEMIDJI,MN,56601,BELTRAMI,47.5035798,-94.8993703
241312,COOK HOSPITAL,10 SOUTH 5TH STREET,COOK,MN,55723-9745,ST. LOUIS,47.853084,-92.6796164
241327,SLEEPY EYE MUNICIPAL HOSPITAL,400 FOURTH AVENUE NORTHWEST,SLEEPY EYE,MN,56085,BROWN,44.2995058,-94.7284803
283026,MADONNA REHABILITATION HOSPITAL OMAH,17500 BURKE STREET,OMAHA,NE,68118-2244,DOUGLAS,41.2602241,-96.1903236
320062,CROWNPOINT INDIAN HOSPITAL,NM STATE RD 371,CROWNPOINT,NM,87313,MCKINLEY,35.6987639,-108.1396562
330208,ST. JOHNS RIVERSIDE HOSPITAL,967 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,40.9688196,-73.8864694
330245,ST. ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,ONEIDA,43.0822759,-75.2656519
390073,ALTOONA REGIONAL HEALTH SYSTEM,620 HOWARD AVENUE,ALTOONA,PA,16601-4889,BLAIR,40.5214769,-78.3987978
452075,KINDRED HOSPITAL CLEAR LAKE,350 BLOSSOM STREET,WEBSTER,TX,77598,HARRIS,29.5435537,-95.1274755
452079,KINDRED HOSPITAL EL PASO,1740 CURIE DRIVE,EL PASO,TX,79902,EL PASO,31.7788237,-106.4772147
494017,SOUTHERN VIRGINIA MENTAL HEALTH INST,382 TAYLOR DRIVE,DANVILLE,VA,24541-4023,PITTSYLVANIA,36.5556498,-79.4098552
70033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,06810-6099,FAIRFIELD,41.4050684,-73.4445166
102024,SSH - PENSACOLA INC,7000 COBBLE CREEK DRIVE,PENSACOLA,FL,32504,ESCAMBIA,30.4786124,-87.2155613
104026,FT. LAUDERDALE HOSPITAL,1601 EAST LAS OLAS BLVD,FT. LAUDERDALE,FL,33301,BROWARD,26.1196813,-80.1267773
150115,MEMORIAL HOSP & HEALTH CARE CTR,800 WEST 9TH STREET,JASPER,IN,47546,DUBOIS,38.3959788,-86.9401107
232023,SSH - MACOMB COUNTY  INC.,215 NORTH AVENUE SUITE 200,MOUNT CLEMENS,MI,48043,MACOMB,42.606625,-82.8813067
300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,03060-,HILLSBOROUGH,42.7564074,-71.4620781
330235,AUBURN MEMORIAL HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,CAYUGA,42.9413324,-76.5639273
361312,MERCY MEMORIAL HOSPITAL,904 SCIOTO STREET,URBANA,OH,43078-,CHAMPAIGN,40.1081147,-83.7298752
364051,BECKETT SPRINGS,8614 SHEPHERD FARM DRIVE,WEST CHESTER,OH,45069,HAMILTON,39.3436028,-84.4562357
370220,ORTHOPEDIC HOSPITAL,1044 SW 44TH STREET,OKLAHOMA CITY,OK,73109,OKLAHOMA,35.4204016,-97.534148
370222,MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,9600 NORTH BROADWAY EXTENSION,OKLAHOMA CITY,OK,73114,OKLAHOMA,35.5674226,-97.5118644
390003,GEISINGER BLOOMSBURG HOSPITAL,549 EAST FAIR STREET,BLOOMSBURG,PA,17815,COLUMBIA,41.008653,-76.4528243
430084,USPHS HOSPITAL - ROSEBUD,HWY 18 00 SOLDIER CREEK RD,ROSEBUD,SD,57570,TODD,43.3256197,-100.8700481
453316,CHILDRENS MEDICAL CENTER OF PLANO,7601 PRESTON RD,PLANO,TX,75024,COLLIN,33.0787119,-96.8010024
51312,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352-,SAN BERNARDINO,34.2653942,-117.168661
52037,KINDRED HOSPITAL ONTARIO,550 NORTH MONTEREY AVENUE,ONTARIO,CA,91764,SAN BERNARDINO,34.0694147,-117.6423867
281358,GORDON MEMORIAL HOSPITAL DISTRICT,300 E 8TH STREET,GORDON,NE,69343,SHERIDAN,42.8123331,-102.1996886
300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERBY,NH,03038-,ROCKINGHAM,42.8772023,-71.3164692
352004,VIBRA HOSPITAL OF FARGO  LLC,5225 23RD AVE S. 7TH FLOOR,FARGO,ND,58104,CASS,46.8457684,-96.8756735
390323,ADVANCED SURGICAL HOSPITAL,100 TRICH DRIVE,WASHINGTON,PA,15301,WASHINGTON,40.1565061,-80.2790841
440144,TENNOVA HEALTHCARE HARTON,1801 NORTH JACKSON STREET,TULLAHOMA,TN,37388,COFFEE,35.3821196,-86.2312528
452019,KINDRED HOSPITAL MANSFIELD,1802 HIGHWAY 157 NORTH,MANSFIELD,TX,76063,TARRANT,32.5989854,-97.1447929
14006,MOUNTAIN VIEW HOSPITAL,3001 SCENIC HIGHWAY,GADSDEN,AL,35901,ETOWAH,34.0724023,-86.0196881
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITA,1101 KALISTE SALOOM,LAFAYETTE,LA,70508,LAFAYETTE,30.1752815,-92.0265537
241372,MADISON LUTHERAN HOME,F,MADISON,MN,56256-,LAC QUI PARLE,45.0113787,-96.1932176
403025,HEALTHSOUTH REHABILITATION HOSPITAL,PMB #340,SAN JUAN,PR,70344,PUERTO RICO,57.053,-135.33
454009,RUSK STATE HOSPITAL,US HIGHWAY 69 NORTH,RUSK,TX,75785-0318,CHEROKEE,31.7997276,-95.1458085
454114,CEDAR CREST HOSPITAL,3500 SOUTH I-35,BELTON,TX,76513-9426,BELL,57.053,-135.33
490024,CARILION MEDICAL CENTER,BELLEVUE AVE. AT JEFFERSON ST.,ROANOKE,VA,24033,,37.2656348,-79.9407369
521338,COLUMBUS COMMUNITY HOSPITAL,1515 PARK AVENUE,COLUMBUS,WI,53925-,COLUMBIA,43.322528,-89.035324
522004,PAM SPECIALTY HOSPITAL MILWAUKEE,5017 SOUTH 110TH STREET,GREENFIELD,WI,53228,MILWAUKEE,42.9534452,-88.0511957
40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM,LITTLE ROCK,AR,72205,PULASKI,34.752,-92.3411
150112,COLUMBUS REGIONAL HOSPITAL,2400 EAST 17TH STREET,COLUMBUS,IN,47201-,BARTHOLOMEW,39.2169006,-85.8954683
161346,SIOUX CENTER HEALTH,605 SOUTH MAIN,SIOUX CENTER,IA,51250-,SIOUX,43.0721777,-96.1760973
450124,DELL SETON MEDICAL CENTER AT THE UNI,1500 RED RIVER ST,AUSTIN,TX,78701-,TRAVIS,30.276373,-97.734006
450235,GONZALES HEALTHCARE SYSTEMS,HIGHWAY 90A BYPASS,GONZALES,TX,78629-,GONZALES,29.5149407,-97.4618689
451376,LAVACA MEDICAL CENTER,1400 TEXANA,HALLETTSVILLE,TX,77964-,LAVACA,29.4609714,-96.9395743
452091,TYLER CONTINUECARE HOSPITAL,800 E. DAWSON 4TH FLOOR,TYLER,TX,75701,SMITH,32.3429531,-95.2908131
60011,DENVER HEALTH MEDICAL CENTER,777 BANNOCK STREET,DENVER,CO,80204-4507,,39.7279895,-104.9913193
60023,ST. MARYS HOSPITAL & MEDICAL CENTER,2635 NORTH 7TH STREET,GRAND JUNCTION,CO,81502-1628,MESA,39.0904811,-108.5627055
92003,SPEC HOSPITAL WASHINGTON HADLEY,4601 MARTIN LUTHER KING JR AVE,WASHINGTON DC,DC,20032,DC,38.8249777,-77.0129044
142009,KINDRED HOSPITAL CHICAGO CENTRAL,4058 WEST MELROSE STREET,CHICAGO,IL,60641,COOK,41.9401282,-87.7286699
261324,CASS REGIONAL MEDICAL CENTER,2800 E ROCK HAVEN ROAD,HARRISONVILLE,MO,64701,CASS,38.6650857,-94.3774077
314016,GREYSTONE PARK PSYCH. HOSPITAL,CENTRAL AVENUE,GREYSTONE PARK,NJ,7950,MORRIS,40.8305749,-74.4995892
362026,SSH - CLEVELAND,11900 FAIRHILL ROAD,CLEVELAND,OH,44120,CUYAHOGA,41.4899531,-81.5982816
490059,ST. MARYS HOSPITAL,5801 BREMO ROAD,RICHMOND,VA,23226,HENRICO,37.5842894,-77.5126186
492008,SSH - HAMPTON ROADS,254 CHESAPEAKE AVE. 4TH FLOOR,NEWPORT NEWS,VA,23607,NEWPORT NEWS,36.9852032,-76.3930217
494029,SOUTHWESTERN VA MENTAL HLTH INST IPT,340 BAGLEY CIRCLE,MARION,VA,24354,SMYTH,36.831254,-81.5109515
524017,NORTH CENTRAL HEALTH CARE FACILITIES,1100 LAKEVIEW DRIVE,WAUSAU,WI,54403,MARATHON,44.9311721,-89.6339912
41321,BAPTIST HEALTH MED CTR ARKADELPHIA,3050 TWIN RIVERS,ARKADELPHIA,AR,71923-,CLARK,34.1228264,-93.0887361
101312,FISHERMENS HOSPITAL,3301 OVERSEAS HIGHWAY,MARATHON,FL,33050,MONROE,24.7103862,-81.0943497
140040,GALESBURG COTTAGE HOSPITAL,695 NORTH KELLOGG STREET,GALESBURG,IL,61401,KNOX,40.9556647,-90.3657881
190307,SOUTH CAMERON MEMORIAL HOSPITAL,5360 W CREOLE HWY,CAMERON,LA,70631,CAMERON,29.8080993,-93.1656904
194089,GENESIS BEHAVIORAL HOSPITAL INC,847 STEWART STREET,LAFAYETTE,LA,70501,,30.2159835,-92.0088408
340003,NORTHERN HOSP OF SURRY CO,830 ROCKFORD STREET,MOUNT AIRY,NC,27030,SURRY,36.488967,-80.611891
390201,POCONO MEDICAL CENTER,206 EAST BROWN STREET,EAST STROUDSBURG,PA,18301-,MONROE,40.9928533,-75.1753319
314022,SAINT BARNABAS BEHAVIORAL HEALTH CEN,1691 ROUTE 9,TOMS RIVER,NJ,08754-,DOVER,40.0118085,-74.2147226
490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505-,NORFOLK CITY,36.899332,-76.281565
490069,MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,HANOVER,37.6285914,-77.3855471
30062,SUMMIT HEALTHCARE,2200 SHOW LOW LAKE RD.,SHOW LOW,AZ,85901,NAVAJO,34.2028137,-110.0179812
30130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140,PINAL,33.2144943,-111.5656332
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404-,BONNEVILLE,43.4743705,-111.987557
140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,SAINT CLAIR,38.5503106,-90.0214109
172007,SSH - WICHITA  INC.,929 N ST FRANCIS ST. 6TH FL.,WICHITA,KS,67214,SEDGWICK,37.6994462,-97.3322789
251306,PERRY COUNTY GENERAL HOSPITAL,206 BAY AVENUE,RICHTON,MS,39476,PERRY,31.3464455,-88.9387303
260163,PARKLAND HEALTH CENTER - FARMINGTON,1101 WEST LIBERTY,FARMINGTON,MO,63640,ST FRANCOIS,37.7817654,-90.4383448
390150,WHS - GREENE,350 BONAR AVENUE,WAYNESBURG,PA,15370,GREENE,39.9005975,-80.1731205
321306,LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH,RUIDOSO,NM,88345,LINCOLN,33.3222948,-105.6311899
430091,BLACK HILLS SURGICAL HOSPITAL LLP,216 ANAMARIA DRIVE,RAPID CITY,SD,57701-,PENNINGTON,44.0462906,-103.2235184
500039,HARRISON MEDICAL CENTER,2520 CHERRY AVENUE,BREMERTON,WA,98310,KITSAP,47.5829409,-122.6251543
32002,CURAHEALTH TUCSON,355 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,32.2255923,-110.858505
60009,LUTHERAN MEDICAL CENTER,8300 WEST 38TH AVE,WHEAT RIDGE,CO,80033,JEFFERSON,39.7681121,-105.0898988
64027,CLEAR VIEW BEHAVIORAL HEALTH,4770 LARIMER PARKWAY,JOHNSTOWN,CO,80534,LARIMER,40.4045282,-104.9753063
100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,OSCEOLA,28.299468,-81.4095251
100131,AVENTURA HOSPITAL AND MED CTR,2801 NE 209TH ST AT BISCAYNE BLVD,MIAMI,FL,33180,MIAMI-DADE,25.9689939,-80.1457939
100183,CORAL GABLES HOSPITAL,3100 DOUGLAS ROAD,CORAL GABLES,FL,33134,DADE,25.7434206,-80.2547399
100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD ROAD,MIAMI,FL,33175-,DADE,25.7318139,-80.3856973
100223,FORT WALTON BEACH MEDICAL CTR,1000 MAR-WALT DRIVE,FORT WALTON BEACH,FL,32547,OKALOOSA,30.4546956,-86.6335333
100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVENUE,ORANGE PARK,FL,32073-,CLAY,30.1659644,-81.7376226
100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 WEST BROWARD BOULEVARD,PLANTATION,FL,33324-,BROWARD,26.123543,-80.259512
100231,WEST FLORIDA HOSPITAL,8232 NORTH DAVIS HWY,PENSACOLA,FL,32523-,ESCAMBIA,30.5128045,-87.2186532
100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DRIVE,BRANDON,FL,33511,HILLSBOROUGH,27.9331565,-82.2871817
100256,REGIONAL MEDICAL CENTRE BAYONET POIN,14000 FIVAY ROAD,HUDSON,FL,34667,PASCO,28.3618799,-82.6874942
110030,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,BARTOW,34.2006795,-84.7961251
110164,COLISEUM MEDICAL CENTERS,350 HOSPITAL DRIVE,MACON,GA,31203,BIBB,32.8473009,-83.618713
110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,REDMOND,GA,30161,,34.2767101,-85.1965287
140228,SWEDISHAMERICAN HOSPITAL,1401 EAST STATE ST.,ROCKFORD,IL,61104,WINNEBAGO,42.2659148,-89.0739263
150015,FRANCISCAN HEALTH MICHIGAN CITY,301 W. HOMER STREET,MICHIGAN CITY,IN,46360,,41.7063136,-86.9011112
150056,INDIANA UNIVERSITY HEALTH,340 W 10TH ST,INDIANAPOLIS,IN,46202,MARION,39.7816087,-86.1651942
150058,MEMORIAL HOSPITAL OF SOUTH BEND  INC,615 N MICHIGAN ST,SOUTH BEND,IN,46601,ST. JOSEPH,41.6837137,-86.2520967
150089,BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVENUE,MUNCIE,IN,47303-3428,DELAWARE,40.197283,-85.414193
150109,FRANCISCAN HEALTH LAFAYETTE,1701 SOUTH CREASY LANE,LAFAYETTE,IN,47905-,TIPPECANOE,40.3934681,-86.8354738
150126,FRANCISCAN HEALTH CROWN POINT,1201 SOUTH MAIN STREET,CROWN POINT,IN,46307,,41.3953233,-87.3664721
170122,VIA CHRISTI HOSPITAL WICHITA,929 N. ST. FRANCIS,WICHITA,KS,67214,SEDGWICK,37.6994462,-97.3322789
170176,OVERLAND PARK REGIONAL MEDICAL CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,66215,,38.9371122,-94.7252854
230165,ST JOHN HOSPITAL & MEDICAL CENTER,22101 MOROSS,DETROIT,MI,48236,WAYNE,42.4198301,-82.914852
260005,SSM HEALTH ST. JOSEPH HOSPITAL - SC,300 FIRST CAPITOL DRIVE,ST. CHARLES,MO,63301-2844,ST. CHARLES,38.7808292,-90.4848006
260020,MERCY HOSPITAL - ST. LOUIS,615 S. NEW BALLAS ROAD,ST. LOUIS,MO,63141-,ST. LOUIS,38.6443638,-90.4466944
260023,MERCY HOSPITAL JEFFERSON,HIGHWAY 61 SOUTH,CRYSTAL CITY,MO,63019,JEFFERSON,38.2269381,-90.3856238
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,39.0088034,-94.5580906
260052,MERCY HOSPITAL - WASHINGTON,901 E. 5TH STREET,WASHINGTON,MO,63090-3098,FRANKLIN,38.5519883,-91.0002936
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DR,NORTH KANSAS CITY,MO,64116,CLAY,39.1495404,-94.551452
260110,SOUTHEASTHEALTH,1701 LACEY STREET,CAPE GIRARDEAU,MO,63701,CAPE GIRARDEAU,37.3108514,-89.5395907
280013,THE NEBRASKA MEDICAL CENTER,989200 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198-9200,DOUGLAS,41.2548549,-95.9759165
280040,NEBRASKA METHODIST HOSPITAL,8303 DODGE STREET,OMAHA,NE,68114-,DOUGLAS,41.2583928,-96.0421417
370022,JACKSON COUNTY MEMORIAL HOSPITAL,1200 EAST PECAN,ALTUS,OK,73522-,JACKSON,34.6369701,-99.3171146
370029,ALLIANCE HEALTH CLINTON,100 NORTH 30TH,CLINTON,OK,73601,CUSTER,35.514514,-98.996485
374006,CARL ALBERT COMMUNITY MENTAL HEALTH,1101 E MONROE,MCALESTER,OK,74501-,PITTSBURGH,34.9343339,-95.7512023
390066,THE GOOD SAMARITAN HOSPITAL,THE GOOD SAMARITAN HOSPITAL,LEBANON,PA,17042,LEBANON,40.3361641,-76.416206
390236,GUTHRIE TOWANDA MEMORIAL HOSPITAL,91 HOSPITAL DRIVE,TOWANDA,PA,18848,BRADFORD,41.784012,-76.448203
392046,KINDRED HOSPITAL SOUTH PHILADELPHIA,1930 S. BROAD ST.,PHILADELPHIA,PA,19145,PHILADELPHIA,39.926294,-75.1702437
394039,FIRST HOSPITAL,562 WYOMING AVENUE,KINGSTON,PA,18704-,LUZERNE,41.2697317,-75.8894307
450099,PAMPA REGIONAL MEDICAL CENTER,ONE MEDICAL PLAZA,PAMPA,TX,79065,GRAY,35.5724481,-100.9642206
450306,STAMFORD MEMORIAL HOSPITAL,1601 COLUMBIA STREET,STAMFORD,TX,79553-,JONES,32.9276693,-99.7835793
450563,BAYLOR MEDICAL CENTER-GRAPEVINE,1650 WEST COLLEGE ST,GRAPEVINE,TX,76051,TARRANT,32.9341295,-97.0935488
450597,CUERO COMMUNITY HOSPITAL,2550 NORTH ESPLANDE,CUERO,TX,77954-,,29.112434,-97.2833036
450876,LUBBOCK HEART HOSPITAL,4810 NORTH LOOP 289,LUBBOCK,TX,79416,LUBBOCK,33.6031327,-101.9151004
451307,IRAAN GENERAL HOSPITAL DISTRICT,320 WEST 5TH STREET,IRAAN,TX,79744,PECOS,30.9130718,-101.9015092
451314,MEMORIAL HOSPITAL,821 JEFEE DRIVE,KERMIT,TX,79745,WINKLER,31.8495205,-103.0904312
500027,SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,WA,98122-4307,KING,47.6084642,-122.3214803
514001,HIGHLAND HOSPITAL ASSOC,300 56TH STREET,CHARLESTON,WV,25364-,KANAWHA,38.3148641,-81.5690686
670058,MEMORIAL HERMANN FIRST COLONY HOSP,16000 SOUTHWEST FRWY  SUITE 100,SUGAR LAND,TX,77479,FORT BEND,29.5981021,-95.6243564
670097,BAYLOR EMERGENCY MEDICAL CENTER,1975 ALPHA STE 100,ROCKWALL,TX,75087,ROCKWALL,32.9141452,-96.444734
670109,ALTUS BAYTOWN HOSPITAL,1455 MANOR DRIVE,BAYTOWN,TX,77529,HARRIS,29.7720652,-94.9819327
60008,SAN LUIS VALLEY REG MED CENTER,106 BLANCA AVENUE,ALAMOSA,CO,81101-,ALAMOSA,37.4724787,-105.882886
60027,BOULDER COMMUNITY HOSPITAL,4747 ARAPAHOE AVENUE,BOULDER,CO,80303,BOULDER,40.0163695,-105.2363882
141333,SARAH D CULBERTSON,238 SOUTH CONGRESS,RUSHVILLE,IL,62681,SCHUYLER,40.118099,-90.564367
51994,FERN LODGE  INC.,18457 MADISON AVE,CASTRO VALLEY,CA,94546,ALAMEDA,37.7133383,-122.0638364
182001,KINDRED HOSPITAL LOUISVILLE,1313 ST. ANTHONY PLACE,LOUISVILLE,KY,40204,JEFFERSON,38.2426315,-85.7316163
192004,PROMISE HOSPITAL OF BATON ROUGE,5130 MANCUSO LANE,BATON ROUGE,LA,70809,E. BATON ROUGE PARISH,30.3973742,-91.1025703
231327,HAYES GREEN BEACH MEMORIAL HOSPITAL,321 EAST HARRIS STREET,CHARLOTTE,MI,48813,,42.5654901,-84.8318656
281335,CALLAWAY DISTRICT HOSPITAL,211 EAST KIMBALL,CALLAWAY,NE,68825-0100,CUSTER,41.2912045,-99.9231972
313036,HEALTHSOUTH REHABILITATION HOSPITAL,1273 WEST SHERMAN AVE,VINELAND,NJ,8360,CUMBERLAND,39.4472389,-75.0531352
334048,THE NEW YORK GRACIE SQUARE HOSPITAL,420 EAST 76 ST,NEW YORK,NY,10021,NEW YORK,40.7697411,-73.9530951
444004,LAKESIDE HOSPITAL,2911 BRUNSWICK RD,MEMPHIS,TN,38133,,35.2064095,-89.7705921
450379,DALLAS MEDICAL CENTER,17 MEDICAL PARKWAY,DALLAS,TX,75234,DALLAS,32.9143442,-96.8726964
30002,BANNER UNIVERSITY MEDICAL CENTER PHX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,33.4645789,-112.0575918
30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85308,MARICOPA,33.6107537,-112.1795736
100080,JFK MEDICAL CENTER,5301 SOUTH CONGRESS AVENUE,ATLANTIS,FL,33462-,PALM BEACH,26.5983394,-80.0917783
100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVENUE,OCALA,FL,34474,MARION,29.1752875,-82.1357249
100238,NORTHSIDE HOSPITAL,6000 49TH STREET NORTH,ST PETERSBURG,FL,33709,PINELLAS,27.8257979,-82.7023462
112004,SSH - ES MIDTOWN ATLANTA,705 JUNIPER ST,ATLANTA,GA,30308-1307,FULTON,33.7738587,-84.382747
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM,2650 RIDGE AVENUE,EVANSTON,IL,60201,COOK,42.0654141,-87.6846162
140252,NORTHWEST COMMUNITY HOSPITAL,800 WEST CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,COOK,42.0681926,-87.9924834
