Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,lat,lng,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor,Rev Per FTE,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed
673027,CENTRAL TEXAS REHAB HOSPITAL,700 WEST 45TH STREET  8TH FLOOR NORT,AUSTIN,TX,78751,30.3123197,-97.7346683,U,RH,01/01/2015,12/31/2015,142.2,50.0,18250.0,1005.0,"$18,913,861",$1062637,"$1,161,281","$8,761,618","$35,816","$133,009",0.0,1.0,100.0000%,nan%,nan%,nan%,"$18,820","$378,277","$1,036",20.10,0.06,20.10,5.6183%,2,52.4636%,48.1476%,1.3479%,"$69,781","$182,131"
210032,UNION HOSPITAL OF CECIL COUNTY,106 BOW ST.,ELKTON,MD,21921,39.6088679,-75.8317331,U,STH,07/01/2015,06/30/2016,966.04,110.0,40260.0,6367.0,"$159,569,497",$-2251047,"$10,734,338","$67,709,906","$665,319","$165,179",1.0,1.0,43.6044%,56.3956%,nan%,nan%,"$25,062","$1,450,632","$3,963",57.88,0.16,57.88,-1.4107%,2,49.1599%,53.3568%,8.0831%,"$81,202","$774,010"
321307,MINERS COLFAX MEDICAL CENTER,200 HOSPITAL DRIVE,RATON,NM,87740-,36.8634604,-104.4432042,R,CAH,07/01/2015,06/30/2016,193.21,25.0,9150.0,435.0,"$21,719,733",$-299419,$nan,$nan,$nan,"$112,415",0.0,0.0,31.8142%,68.1858%,0.1557%,0.1557%,"$49,930","$868,789","$2,374",17.40,0.05,17.40,-1.3786%,2,nan%,82.1609%,9.1690%,$nan,"$713,805"
390237,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,PA,18501-,41.4125905,-75.65362979999998,R,STH,07/01/2015,06/30/2016,847.26,186.0,68076.0,8543.0,"$156,088,589",$12626,"$16,668,605","$47,135,950","$1,961,862","$184,227",0.0,0.0,50.3305%,49.6695%,0.2350%,0.2350%,"$18,271","$839,186","$2,293",45.93,0.13,45.93,0.0081%,2,40.8771%,72.2365%,5.7519%,"$75,307","$606,199"
13028,HEALTHSOUTH REHABILITATION HOSPITAL,4465 NARROW LANE ROAD,MONTGOMERY,AL,36116-,32.319145,-86.280635,U,RH,01/01/2015,12/31/2015,197.56,70.0,25550.0,1769.0,"$27,706,178",$3864296,"$1,671,956","$10,937,937",$nan,"$140,242",1.0,1.0,97.4593%,2.5407%,nan%,nan%,"$15,662","$395,803","$1,084",25.27,0.07,25.27,13.9474%,1,45.5129%,46.8242%,5.6485%,"$63,828","$185,331"
13030,HEALTHSOUTH REHABILITATION HOSPITAL,6 EAST MAIN STREET,DOTHAN,AL,36301,31.223563000000002,-85.3920933,U,RH,01/01/2015,12/31/2015,152.68,51.0,18615.0,1405.0,"$22,494,375",$3559789,"$1,628,866","$7,732,596",$nan,"$147,330",1.0,1.0,99.2651%,0.7349%,nan%,nan%,"$16,010","$441,066","$1,208",27.55,0.08,27.55,15.8252%,1,41.6169%,50.0044%,6.4405%,"$61,314","$220,553"
30101,WESTERN ARIZONA REGIONAL MEDICAL CEN,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442-,35.1103607,-114.5547973,U,STH,09/01/2015,08/31/2016,500.97,139.0,50874.0,5171.0,"$106,297,875",$37591228,"$6,364,238","$30,563,503","$2,791,613","$212,184",0.0,1.0,52.6809%,47.3191%,0.4460%,0.4460%,"$20,557","$764,733","$2,089",37.20,0.10,37.20,35.3640%,1,34.7399%,37.2891%,3.4508%,"$73,712","$285,162"
33034,YUMA REHABILITATION HOSPITAL  A PART,901 W. 24TH STREET,YUMA,AZ,85365,32.683309200000004,-114.6297747,U,RH,01/01/2015,12/31/2015,126.13,41.0,14965.0,1107.0,"$19,529,015",$7110286,"$1,331,694","$6,684,258","$126,581","$154,832",0.0,1.0,99.5624%,0.4376%,nan%,nan%,"$17,641","$476,317","$1,305",27.00,0.07,27.00,36.4088%,1,41.0464%,29.4403%,2.8909%,"$63,553","$140,229"
51309,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,CA,95442-,40.1016001,-123.7925979,R,CAH,07/01/2015,06/30/2016,58.34,9.0,3294.0,19.0,"$8,343,222",$1215112,$nan,$nan,$nan,"$143,010",0.0,0.0,16.6687%,83.3313%,nan%,nan%,"$439,117","$927,025","$2,533",2.11,0.01,2.11,14.5641%,1,nan%,67.6572%,3.9618%,$nan,"$627,199"
100289,CCF HOSPITAL - WESTON,3100 WESTON ROAD,WESTON,FL,33331-,26.0818875,-80.364734,U,STH,01/01/2015,12/31/2015,1176.03,155.0,56575.0,10503.0,"$276,753,442",$53778190,"$15,980,354","$75,366,969","$2,710,046","$235,329",1.0,1.0,52.9412%,47.0588%,0.3484%,0.3484%,"$26,350","$1,785,506","$4,892",67.76,0.19,67.76,19.4318%,1,33.0068%,53.7570%,4.1713%,"$77,674","$959,834"
100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,205 NORTH WICKHAM ROAD,MELBOURNE,FL,32940,28.1083045,-80.6726078,U,STH,10/01/2014,09/30/2015,354.0,113.0,41245.0,3670.0,"$80,872,461",$2784500,"$5,345,781","$21,130,048","$432,327","$228,453",1.0,1.0,46.3179%,53.6821%,3.0003%,3.0003%,"$22,036","$715,685","$1,961",32.48,0.09,32.48,3.4431%,2,32.7378%,71.0632%,0.9498%,"$74,790","$508,589"
113029,CENTRAL GEORGIA REHAB HOSPITAL,3351 NORTHSIDE DRIVE,MACON,GA,31210-,32.893254999999996,-83.68054959999998,U,RH,10/01/2014,09/30/2015,156.34,58.0,21170.0,957.0,"$20,855,461",$5061290,$nan,$nan,$nan,"$133,398",1.0,1.0,87.1161%,12.8839%,nan%,nan%,"$21,793","$359,577",$985,16.50,0.05,16.50,24.2684%,1,nan%,33.2501%,1.4397%,$nan,"$119,560"
113030,HEALTHSOUTH WALTON REHABILITATION HO,1355 INDEPENDENCE DRIVE,AUGUSTA,GA,30901,33.474912599999996,-81.98024170000002,U,RH,04/01/2015,03/31/2016,139.6,50.0,18980.0,1169.0,"$19,272,845",$2239198,"$1,537,651","$8,197,207","$103,569","$138,058",1.0,1.0,98.5996%,1.4004%,nan%,nan%,"$16,487","$385,457","$1,015",23.38,0.06,23.38,11.6184%,1,50.5107%,46.2923%,5.2439%,"$69,734","$178,437"
113032,HEALTHSOUTH REHABILITATION HOSPITAL,2101 E. NEWNAN CROSSING BLVD,NEWNAN,GA,30265,33.3629515,-84.751726,U,RH,12/22/2014,09/30/2015,109.15,50.0,14150.0,530.0,"$8,791,674",$22832,"$670,495","$4,918,936",$nan,"$80,547",1.0,1.0,100.0000%,nan%,nan%,nan%,"$16,588","$175,833",$621,10.60,0.04,10.60,0.2597%,2,63.5764%,44.0677%,11.4389%,"$51,209","$77,486"
150157,ST. VINCENT CARMEL HOSPITAL,13500 NORTH MERIDIAN STREET,CARMEL,IN,46033,39.98238720000001,-86.14475420000002,U,STH,07/01/2015,06/30/2016,615.31,153.0,55998.0,6544.0,"$214,286,547",$65945184,"$11,473,276","$46,141,899","$75,534","$348,258",1.0,1.0,41.9334%,58.0666%,0.3763%,0.3763%,"$32,745","$1,400,566","$3,827",42.77,0.12,42.77,30.7743%,1,26.8870%,40.8612%,3.1267%,"$93,636","$572,288"
190013,WEST CALCASIEU-CAMERON HOSPITAL,701 EAST CYPRESS,SULPHUR,LA,70663,30.2306859,-93.36865159999999,U,STH,01/01/2015,12/31/2015,631.97,107.0,39055.0,2969.0,"$59,478,409",$1812651,"$7,419,354","$29,427,688","$79,966","$94,116",1.0,1.0,32.7579%,67.2421%,0.4568%,0.4568%,"$20,033","$555,873","$1,523",27.75,0.08,27.75,3.0476%,2,61.9503%,70.3989%,8.0636%,"$58,305","$391,328"
220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.6478169,-71.342055,U,STH,10/01/2014,09/30/2015,2425.39,396.0,144540.0,19597.0,"$419,327,728",$10697698,"$40,227,159","$165,601,744","$1,113,209","$172,891",1.0,1.0,35.9659%,64.0341%,1.0080%,1.0080%,"$21,398","$1,058,908","$2,901",49.49,0.14,49.49,2.5512%,2,49.0855%,60.0912%,6.7335%,"$84,864","$636,311"
260059,MERCY HOSPITAL LEBANON,100 HOSPITAL DRIVE,LEBANON,MO,65536,37.6815995,-92.6342741,R,STH,07/01/2015,06/30/2016,429.0,49.0,17885.0,1961.0,"$94,482,996",$26165504,"$4,862,632","$27,170,372","$69,251","$220,240",1.0,0.0,16.3385%,83.6615%,2.7891%,2.7891%,"$48,181","$1,928,224","$5,283",40.02,0.11,40.02,27.6933%,1,33.9035%,45.0772%,2.3912%,"$74,669","$869,189"
310024,RWJ RAHWAY,865 STONE STREET,RAHWAY,NJ,07065,40.6129663,-74.29110390000002,U,STH,01/01/2015,12/31/2015,658.0,140.0,51100.0,5448.0,"$109,762,297",$9785249,"$12,117,984","$44,455,770","$1,465,507","$166,812",1.0,1.0,70.1925%,29.8075%,1.9642%,1.9642%,"$20,147","$784,016","$2,148",38.91,0.11,38.91,8.9149%,2,51.5421%,61.7951%,4.3855%,"$85,978","$484,484"
390267,FORBES REGIONAL HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146-,40.428583,-79.7479881,U,STH,07/01/2015,06/30/2016,1260.0,216.0,79056.0,11972.0,"$205,517,002",$4733436,"$15,721,979","$68,373,118","$700,596","$163,109",0.0,1.0,57.0361%,42.9639%,0.2487%,0.2487%,"$17,166","$951,468","$2,600",55.43,0.15,55.43,2.3032%,2,40.9188%,66.9848%,6.1604%,"$66,742","$637,338"
391305,TROY COMMUNITY HOSPITAL,275 GUTHRIE DRIVE,TROY,PA,16947,41.7935977,-76.79436150000002,R,CAH,07/01/2015,06/30/2016,114.0,25.0,9150.0,656.0,"$21,099,673",$2256301,$nan,"$5,968,386","$78,702","$185,085",0.0,0.0,30.4423%,69.5577%,0.2172%,0.2172%,"$32,164","$843,987","$2,306",26.24,0.07,26.24,10.6935%,2,nan%,64.4592%,9.9968%,$nan,"$544,027"
393026,HEALTHSOUTH READING REHABILITATION H,1623 MORGANTOWN ROAD,READING,PA,19607,40.28853170000001,-75.925003,U,RH,07/01/2015,06/30/2016,154.45,60.0,21960.0,1161.0,"$20,371,666",$1669375,"$1,824,896","$8,905,989","$296,515","$131,898",0.0,1.0,93.6289%,6.3711%,nan%,nan%,"$17,547","$339,528",$928,19.35,0.05,19.35,8.1946%,2,52.6755%,51.1274%,3.3818%,"$69,478","$173,592"
393040,HEALTHSOUTH REHAB HOSPITAL OF ALTOON,2005 VALLEY VIEW BLVD,ALTOONA,PA,16602,40.49802920000001,-78.39205109999997,U,RH,07/01/2015,06/30/2016,249.97,80.0,29280.0,1783.0,"$36,215,467",$5189633,"$3,116,985","$14,087,991","$2,054","$144,879",0.0,1.0,78.7318%,21.2682%,nan%,nan%,"$20,312","$452,693","$1,237",22.29,0.06,22.29,14.3299%,1,47.5073%,50.6478%,1.4268%,"$68,828","$229,279"
521325,FLAMBEAU HOSPITAL  INC.,98 SHERRY AVENUE,PARK FALLS,WI,54552-0310,45.930758000000004,-90.44106740000001,R,CAH,07/01/2015,06/30/2016,143.3,24.0,8784.0,553.0,"$21,864,033",$1331916,$nan,$nan,$nan,"$152,575",0.0,0.0,17.7540%,82.2460%,0.4893%,0.4893%,"$39,537","$911,001","$2,489",23.04,0.06,23.04,6.0918%,2,nan%,57.8808%,5.5607%,$nan,"$527,294"
370001,HILLCREST MEDICAL CENTER,1120 SOUTH UTICA,TULSA,OK,74104,36.147060100000004,-95.96810090000001,R,STH,07/01/2015,06/30/2016,1975.79,460.0,168360.0,22693.0,"$507,987,833",$14658202,"$24,615,213","$119,832,811","$11,853,596","$257,106",1.0,0.0,60.1114%,39.8886%,2.9651%,2.9651%,"$22,385","$1,104,321","$3,017",49.33,0.13,49.33,2.8855%,2,28.4353%,74.5653%,3.1626%,"$73,109","$823,441"
394033,MONTGOMERY CNTY EMERGENCY SRV. INC.,50 BEECH DRIVE,NORRISTOWN,PA,19401,40.1365648,-75.3521368,U,PH,07/01/2015,06/30/2016,189.14,73.0,26718.0,1489.0,"$13,496,780",$-1170520,$nan,"$10,362,726",$nan,"$71,359",0.0,1.0,90.6234%,9.3766%,nan%,nan%,"$9,064","$184,887",$505,20.40,0.06,20.40,-8.6726%,3,nan%,50.7542%,2.5495%,$nan,"$93,838"
100253,JUPITER MEDICAL CENTER,1210 SOUTH OLD DIXIE HWY,JUPITER,FL,33458,26.922639399999998,-80.09657779999998,U,STH,10/01/2014,09/30/2015,1067.54,195.0,71175.0,11615.0,"$192,848,138",$23806297,"$10,006,764","$66,515,960","$1,975,060","$180,647",1.0,1.0,48.2548%,51.7452%,1.1088%,1.1088%,"$16,603","$988,965","$2,709",59.56,0.16,59.56,12.3446%,1,39.6803%,67.1856%,4.4414%,"$71,681","$664,442"
143301,LARABIDA CHILDRENS HOSPITAL,6501 S. PROMONTORY DRIVE,CHICAGO,IL,60649,41.7774249,-87.5714853,U,CH,07/01/2015,06/30/2016,380.12,49.0,17934.0,425.0,"$36,177,271",$3576972,$nan,$nan,$nan,"$95,173",1.0,1.0,65.6932%,34.3068%,nan%,nan%,"$85,123","$738,312","$2,017",8.67,0.02,8.67,9.8873%,2,nan%,74.0309%,8.1106%,$nan,"$546,578"
441306,ERLANGER BLEDSOE HOSPITAL,71 WHEELERTOWN AVENUE,PIKEVILLE,TN,37367,35.62144689999999,-85.1908248,R,CAH,07/01/2015,06/30/2016,111.37,25.0,9150.0,333.0,"$15,196,221",$1388475,$nan,$nan,$nan,"$136,448",1.0,0.0,9.7214%,90.2786%,4.7059%,4.7059%,"$45,634","$607,849","$1,661",13.32,0.04,13.32,9.1370%,2,nan%,51.0147%,-4.7568%,$nan,"$310,093"
61327,SOUTHWEST MEMORIAL HOSPITAL,1311 NORTH MILDRED ROAD,CORTEZ,CO,81321-2299,37.3618917,-108.5737743,R,CAH,01/01/2015,12/31/2015,300.49,25.0,9125.0,850.0,"$50,057,113",$2207660,$nan,$nan,$nan,"$166,585",0.0,0.0,22.3234%,77.6766%,0.1296%,0.1296%,"$58,891","$2,002,285","$5,486",34.00,0.09,34.00,4.4103%,2,nan%,54.5094%,4.9214%,$nan,"$1,091,434"
93300,CHILDRENS HOSPITAL,111 MICHIGAN AVE  NW,WASHINGTON,DC,20010,38.927173700000004,-77.014524,U,CH,07/01/2015,06/30/2016,3067.3,313.0,114558.0,14893.0,"$377,638,501",$-718028054,$nan,$nan,$nan,"$123,118",1.0,1.0,61.3507%,38.6493%,nan%,nan%,"$25,357","$1,206,513","$3,296",47.58,0.13,47.58,-190.1363%,3,nan%,130.6028%,-3.5469%,$nan,"$1,575,739"
100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,26.989027500000002,-82.0989231,U,STH,01/01/2015,12/31/2015,741.56,217.0,79205.0,11201.0,"$165,325,264",$18016944,"$13,606,003","$50,201,380","$5,015,295","$222,943",1.0,1.0,71.7213%,28.2787%,2.4615%,2.4615%,"$14,760","$761,868","$2,087",51.62,0.14,51.62,10.8979%,2,38.5951%,59.2085%,3.5650%,"$86,045","$451,090"
150181,ST. VINCENT FISHERS HOSPITAL,13861 OLIO RD,FISHERS,IN,46037,39.9894966,-85.9161569,U,STH,07/01/2015,06/30/2016,178.13,46.0,16836.0,1183.0,"$59,919,855",$17700379,"$3,381,960","$15,168,359","$23,798","$336,383",1.0,1.0,22.9543%,77.0457%,0.7477%,0.7477%,"$50,651","$1,302,606","$3,559",25.72,0.07,25.72,29.5401%,1,30.9586%,48.1003%,4.9562%,"$104,139","$626,558"
161347,FLOYD COUNTY HOSPITAL,11 TH AND SOUTH MAIN,CHARLES CITY,IA,50616,43.0526641,-92.68249200000001,R,CAH,07/01/2015,06/30/2016,158.5,25.0,9150.0,509.0,"$24,327,536",$1080247,$nan,$nan,$nan,"$153,486",1.0,0.0,22.4483%,77.5517%,0.0405%,0.0405%,"$47,795","$973,101","$2,659",20.36,0.06,20.36,4.4404%,2,nan%,61.2711%,3.8699%,$nan,"$596,230"
170120,LABETTE COUNTY MEDICAL CENTER,1902 S. U.S. HIGHWAY 59,PARSONS,KS,67357,37.321089,-95.264616,R,STH,01/01/2015,12/31/2015,369.17,45.0,16275.0,2191.0,"$58,632,000",$2836808,"$3,420,020","$25,038,069",$27,"$158,821",0.0,0.0,32.1112%,67.8888%,0.8959%,0.8959%,"$26,760","$1,302,933","$3,603",48.69,0.13,48.69,4.8383%,2,48.5368%,61.1116%,7.8379%,"$77,087","$796,243"
210045,MCCREADY MEMORIAL HOSPITAL,201 HALL HIGHWAY,CRISFIELD,MD,21817,37.9971729,-75.85239399999998,U,STH,07/01/2015,06/30/2016,121.65,4.0,1464.0,286.0,"$15,160,425",$-699143,"$1,730,913","$10,650,173","$204,868","$124,623",1.0,1.0,16.9356%,83.0644%,0.6349%,0.6349%,"$53,008","$3,790,106","$10,355",71.50,0.20,71.50,-4.6116%,3,81.6671%,58.9864%,5.6895%,"$101,776","$2,235,646"
230303,WESTSHORE MEDICAL CENTER,1465 E. PARKDALE AVE,MANISTEE,MI,49660,44.2716246,-86.2725157,R,STH,07/01/2015,06/30/2016,327.45,45.0,16470.0,1464.0,"$64,469,636",$857240,"$5,585,525","$24,524,009",$nan,"$196,884",1.0,0.0,16.6984%,83.3016%,0.0026%,0.0026%,"$44,037","$1,432,659","$3,914",32.53,0.09,32.53,1.3297%,2,46.7034%,64.1840%,5.9652%,"$91,952","$919,537"
250031,MERIT HEALTH RIVER REGION,2100 HIGHWAY 61 NORTH,VICKSBURG,MS,39183,32.374493300000005,-90.82479359999999,R,STH,07/01/2015,06/30/2016,641.32,261.0,95526.0,7502.0,"$124,877,654",$23777346,"$6,572,378","$33,169,908","$1,225,465","$194,720",1.0,0.0,57.3396%,42.6604%,2.5503%,2.5503%,"$16,646","$478,458","$1,307",28.74,0.08,28.74,19.0405%,1,31.8250%,56.5729%,3.4824%,"$61,970","$270,678"
260078,OZARKS MEDICAL CENTER,1100 KENTUCKY AVENUE,WEST PLAINS,MO,65775,36.7382693,-91.8746777,R,STH,01/01/2015,12/31/2015,913.1,103.0,37595.0,5687.0,"$134,724,095",$7710129,"$9,485,411","$63,544,132","$719,003","$147,546",1.0,0.0,28.8630%,71.1370%,0.3464%,0.3464%,"$23,690","$1,308,001","$3,584",55.21,0.15,55.21,5.7229%,2,54.2067%,57.0691%,4.6966%,"$79,980","$746,464"
391308,CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407-,41.9362259,-79.61292320000003,U,CAH,07/01/2015,06/30/2016,162.67,20.0,7320.0,449.0,"$21,811,315",$-2332660,$nan,$nan,$nan,"$134,083",0.0,1.0,14.4110%,85.5890%,0.1232%,0.1232%,"$48,578","$1,090,566","$2,980",22.45,0.06,22.45,-10.6947%,3,nan%,66.3671%,12.2303%,$nan,"$723,776"
391309,BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE STREET,SUSQUEHANNA,PA,18847,41.94675609999999,-75.592846,R,CAH,07/01/2015,06/30/2016,159.43,25.0,9150.0,772.0,"$18,382,189",$-154096,$nan,$nan,$nan,"$115,299",0.0,0.0,37.3848%,62.6152%,0.0762%,0.0762%,"$23,811","$735,288","$2,009",30.88,0.08,30.88,-0.8383%,2,nan%,50.1560%,2.1727%,$nan,"$368,791"
393053,PENN STATE HERSHEY REHABILITATION LL,1135 OLD WEST CHOCOLATE AVENUE,HUMMELSTOWN,PA,17036,40.272923999999996,-76.687012,U,RH,06/01/2015,05/31/2016,211.39,76.0,27816.0,1165.0,"$30,188,724",$2086545,$nan,"$11,843,971",$nan,"$142,811",0.0,1.0,92.1773%,7.8227%,nan%,nan%,"$25,913","$397,220","$1,085",15.33,0.04,15.33,6.9117%,2,nan%,62.9793%,1.7420%,$nan,"$250,167"
393302,CHILDRENS HOSPITAL OF PGH OF UPMC,45TH ST. AND PENN AVENUE,PITTSBURGH,PA,15224,40.466226,-79.951797,U,CH,07/01/2015,06/30/2016,2625.49,315.0,113102.0,12558.0,"$581,182,429",$35729535,$nan,$nan,$nan,"$221,362",0.0,1.0,52.5389%,47.4611%,nan%,nan%,"$46,280","$1,845,024","$5,139",39.87,0.11,39.87,6.1477%,2,nan%,78.3882%,6.3311%,$nan,"$1,446,280"
450822,LAS COLINAS MEDICAL CENTER,6800 N. MACARTHUR BLVD,IRVING,TX,75039,32.9020425,-96.9573714,U,STH,01/01/2015,12/31/2015,356.35,90.0,32850.0,4847.0,"$80,885,572",$981550,"$6,102,901","$26,094,010","$4,171,016","$226,984",0.0,1.0,51.3972%,48.6028%,7.8081%,7.8081%,"$16,688","$898,729","$2,462",53.86,0.15,53.86,1.2135%,2,39.8055%,67.9904%,4.8501%,"$90,352","$611,049"
451335,MUENSTER MEMORIAL HOSPITAL,605 N. MAPLE STREET,MUENSTER,TX,76252-,33.653943,-97.3804421,R,CAH,07/01/2015,06/30/2016,75.08,18.0,6588.0,50.0,"$6,453,424",$-1381237,$nan,$nan,$nan,"$85,954",0.0,0.0,38.3972%,61.6028%,nan%,nan%,"$129,068","$358,524",$980,2.78,0.01,2.78,-21.4032%,3,nan%,80.3466%,6.6502%,$nan,"$288,062"
521309,MOUNDVIEW MEMORIAL HOSPITAL,402 WEST LAKE STREET,FRIENDSHIP,WI,53934-,43.97445070000001,-89.82130749999996,R,CAH,07/01/2015,06/30/2016,100.2,25.0,9150.0,135.0,"$15,827,073",$2096254,$nan,$nan,$nan,"$157,955",0.0,0.0,5.8309%,94.1691%,0.1985%,0.1985%,"$117,238","$633,083","$1,730",5.40,0.01,5.40,13.2447%,1,nan%,67.9959%,4.1909%,$nan,"$430,471"
241357,FIRST CARE MEDICAL SERVICES,900 HILLIGOSS BOULEVARD SE,FOSSTON,MN,56542-1599,47.5713352,-95.73928199999999,R,CAH,07/01/2015,06/30/2016,125.84,24.0,8784.0,561.0,"$27,420,678",$1246614,$nan,$nan,$nan,"$217,901",0.0,0.0,27.2482%,72.7518%,0.5499%,0.5499%,"$48,878","$1,142,528","$3,122",23.38,0.06,23.38,4.5463%,2,nan%,47.8109%,5.8831%,$nan,"$546,252"
241360,DEER RIVER HEALTHCARE CENTER,115 10TH AVENUE NE,DEER RIVER,MN,56636-9703,47.3442166,-93.7919443,R,CAH,07/01/2015,06/30/2016,180.36,20.0,7320.0,398.0,"$30,153,555",$3933591,$nan,$nan,$nan,"$167,185",0.0,0.0,17.7476%,82.2524%,1.0098%,1.0098%,"$75,763","$1,507,678","$4,119",19.90,0.05,19.90,13.0452%,1,nan%,47.7612%,6.6454%,$nan,"$720,085"
520033,ASPIRUS RIVERVIEW HOSPITAL & CLINICS,410 DEWEY STREET,WISCONSIN RAPIDS,WI,54495-8080,44.381733399999995,-89.8303048,R,STH,07/01/2015,06/30/2016,480.0,44.0,16104.0,2715.0,"$96,787,555",$14218899,"$8,875,857","$33,723,897","$344,038","$201,641",0.0,0.0,25.9972%,74.0028%,0.8380%,0.8380%,"$35,649","$2,199,717","$6,010",61.70,0.17,61.70,14.6908%,1,44.0137%,52.7489%,6.2182%,"$88,749","$1,160,327"
40134,ARKANSAS HEART HOSPITAL,1701 S. SHACKELFORD ROAD,LITTLE ROCK,AR,72211,34.7386221,-92.393486,U,STH,10/01/2014,09/30/2015,692.5,112.0,40880.0,4619.0,"$144,827,035",$11483153,"$7,252,296","$41,568,690","$793,474","$209,137",1.0,1.0,38.0063%,61.9937%,0.0572%,0.0572%,"$31,355","$1,293,099","$3,543",41.24,0.11,41.24,7.9289%,2,33.7099%,67.4039%,4.6840%,"$70,500","$871,599"
51300,EASTERN PLUMAS HEALTH CARE,500 FIRST AVENUE,PORTOLA,CA,96122-9406,39.8055424,-120.462856,R,CAH,07/01/2015,06/30/2016,119.0,9.0,3294.0,147.0,"$24,974,499",$3469992,$nan,$nan,$nan,"$209,870",0.0,0.0,30.0928%,69.9072%,0.0723%,0.0723%,"$169,895","$2,774,944","$7,582",16.33,0.04,16.33,13.8941%,1,nan%,51.6151%,1.0156%,$nan,"$1,432,291"
51303,SOUTHERN MONO HEALTH CARE DISTRICT,85 SIERRA PARK ROAD,MAMMOTH LAKES,CA,93546-,37.644116499999996,-118.96355349999999,R,CAH,07/01/2015,06/30/2016,206.75,17.0,6222.0,675.0,"$67,103,092",$10413807,$nan,$nan,$nan,"$324,562",0.0,0.0,30.1645%,69.8355%,0.7907%,0.7907%,"$99,412","$3,947,241","$10,785",39.71,0.11,39.71,15.5191%,1,nan%,59.2682%,3.6646%,$nan,"$2,339,458"
51314,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVENUE,LAKE ISABELLA,CA,93240-,35.635442,-118.40648859999999,U,CAH,07/01/2015,06/30/2016,131.46,22.0,8052.0,532.0,"$24,349,463",$-1239934,$nan,$nan,$nan,"$185,223",0.0,1.0,45.2826%,54.7174%,0.0986%,0.0986%,"$45,770","$1,106,794","$3,024",24.18,0.07,24.18,-5.0922%,3,nan%,59.8797%,1.3867%,$nan,"$662,745"
51330,MODOC MEDICAL CENTER,228 W. MCDOWELLENTER,ALTURAS,CA,96101-,41.47963,-120.5454258,R,CAH,07/01/2015,06/30/2016,79.01,16.0,5856.0,148.0,"$13,539,139",$2874252,$nan,$nan,$nan,"$171,360",0.0,0.0,28.8412%,71.1588%,0.1490%,0.1490%,"$91,481","$846,196","$2,312",9.25,0.03,9.25,21.2292%,1,nan%,71.6555%,0.4013%,$nan,"$606,346"
51332,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,CA,95249,38.1906353,-120.66995800000001,R,CAH,07/01/2015,06/30/2016,218.76,25.0,9150.0,1027.0,"$62,864,307",$-5539813,$nan,$nan,$nan,"$287,367",0.0,0.0,32.3425%,67.6575%,0.1431%,0.1431%,"$61,212","$2,514,572","$6,870",41.08,0.11,41.08,-8.8123%,3,nan%,69.6625%,3.3838%,$nan,"$1,751,713"
54124,HUMBOLDT COUNTY - SEMPREVIRENS,720 WOOD STREET,EUREKA,CA,99410,40.7809769,-124.1610467,R,PH,07/01/2015,06/30/2016,238.49,16.0,5856.0,650.0,"$6,263,921",$1,$nan,$nan,$nan,"$26,265",0.0,0.0,100.0000%,nan%,nan%,nan%,"$9,637","$391,495","$1,070",40.62,0.11,40.62,0.0000%,2,nan%,399.4847%,0.8216%,$nan,"$1,563,963"
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 HOSPITAL LANE,TERRE HAUTE,IN,47802,39.4202266,-87.4090005,U,STH,09/01/2015,08/31/2016,577.09,160.0,58560.0,5481.0,"$121,219,186",$10871240,"$8,573,785","$36,668,812","$2,807,984","$210,052",1.0,1.0,51.3199%,48.6801%,2.0522%,2.0522%,"$22,116","$757,620","$2,070",34.26,0.09,34.26,8.9683%,2,37.3230%,61.1539%,4.0936%,"$78,398","$463,314"
